xl_file,property_name,unit_type,excluded_units,rentable_units,avg_scheduled_charges,current_occupied,prior_total_new,current_total_new,prior_renewal,current_renewal,prior_total_leases,current_total_leases,prior_pre_lease_pct,current_pre_lease_pct,yoy_variance_pct,projected_availability
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Academy Lincoln,D2,0,36,744.1666666666666,12,21,23,9,13,30,36,0.8333333333333334,1,0.16666666666666663,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Academy Lincoln,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A1,0,6,2122.8333333333335,6,5,4,2,2,7,6,1.1666666666666667,1,-0.16666666666666674,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A2,0,17,2168.5,14,7,12,7,4,14,16,0.8235294117647058,0.9411764705882353,0.11764705882352944,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A3,0,10,2085.8888888888887,10,7,7,2,2,9,9,0.9,0.9,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A4,0,20,2069.1111111111113,15,9,11,10,7,19,18,0.95,0.9,-0.04999999999999993,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A5,0,6,2249,4,3,3,2,2,5,5,0.8333333333333334,0.8333333333333334,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A6,0,5,2290.8,5,2,5,3,0,5,5,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A7,0,5,2093.8,5,3,3,2,2,5,5,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,A8,0,186,2418.3333333333335,162,69,103,93,68,162,171,0.8709677419354839,0.9193548387096774,0.048387096774193505,15
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,B1,0,11,3420.7272727272725,8,6,10,4,1,10,11,0.9090909090909091,1,0.09090909090909094,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,B2,0,22,3588.3636363636365,21,17,13,4,9,21,22,0.9545454545454546,1,0.045454545454545414,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,C1,0,5,4123.6,5,3,4,0,1,3,5,0.6,1,0.4,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Anova Ucity Square,S1,0,168,1840.7088607594937,141,85,111,65,47,150,158,0.8928571428571429,0.9404761904761905,0.04761904761904756,10
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,1 Bed 1 Bath,0,147,2039.1948905109489,141,50,50,83,87,133,137,0.9047619047619048,0.9319727891156463,0.027210884353741527,10
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,1 Bed 1 Bath ADA,0,4,2061,1,1,1,3,0,4,1,1,0.25,-0.75,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,1 Bed 1 Bath Loft,0,12,2413.804166666667,12,4,5,5,7,9,12,0.75,1,0.25,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,1 Bed 1 Bath w/ Den,0,31,2345.3214285714284,30,13,8,17,20,30,28,0.967741935483871,0.9032258064516129,-0.06451612903225812,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,1Bed1.5 Bath w/ Den,0,3,2367,3,2,1,1,2,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,1Bed1Bath Loftw/ Den,0,3,2819.65,3,1,3,1,0,2,3,0.6666666666666666,1,0.33333333333333337,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,2 Bed 2 Bath,0,147,2581.626277372263,140,44,49,98,88,142,137,0.9659863945578231,0.9319727891156463,-0.0340136054421768,10
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,2 Bed 2 Bath ADA,0,4,2439.3333333333335,3,0,2,2,1,2,3,0.5,0.75,0.25,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,2 Bed 2 Bath Loft,0,9,3089.8571428571427,7,5,3,3,4,8,7,0.8888888888888888,0.7777777777777778,-0.11111111111111105,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,2 Bed 2 Bath w/ Den,0,23,3157.842105263158,20,8,8,13,11,21,19,0.9130434782608695,0.8260869565217391,-0.08695652173913038,4
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,2Bed2Bath Loftw/ Den,0,1,3565,1,0,0,1,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,COMMERCIAL,0,1,0,0,0,0,0,0,0,0,0,0,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Courts At Spring Mill Station,Studio,0,1,0,1,0,0,0,0,0,0,0,0,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,B1,0,40,1163.5,31,32,32,8,8,40,40,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,B2,0,10,1588,6,8,9,2,1,10,10,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,B3,0,2,1532.5,2,2,0,0,2,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,B4,0,2,1542.5,1,2,1,0,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,C1,0,56,1335.7142857142858,44,49,50,7,6,56,56,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,C2,0,6,1020,2,6,6,0,0,6,6,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,C3,0,20,1296.75,16,20,20,0,0,20,20,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,C4,0,24,1181.4583333333333,16,22,22,2,2,24,24,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,D1,0,205,1183.0243902439024,166,202,200,2,5,204,205,0.9951219512195122,1,0.004878048780487809,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,D2,0,9,1363.3333333333333,7,9,7,0,2,9,9,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Shortbread Lofts,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,A1,0,20,1418.095238095238,17,0,8,20,13,20,21,1,1.05,0.050000000000000044,-1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,B1,0,64,1102.2142857142858,55,22,43,39,27,61,70,0.953125,1.09375,0.140625,-6
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,B1 ALT,0,30,1193.0645161290322,27,13,13,16,18,29,31,0.9666666666666667,1.0333333333333334,0.06666666666666676,-1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,C1,0,66,979.5652173913044,60,40,36,26,33,66,69,1,1.0454545454545454,0.045454545454545414,-3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,D1,0,308,960.4388714733542,283,171,189,133,130,304,319,0.987012987012987,1.0357142857142858,0.0487012987012988,-11
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,D2,0,88,968.2022471910112,83,48,51,40,38,88,89,1,1.0113636363636365,0.011363636363636465,-1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,D3,0,240,985.0607287449393,230,128,130,113,117,241,247,1.0041666666666667,1.0291666666666666,0.02499999999999991,-7
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Sova,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a 1F Courtyard Stack,0,12,1700.2727272727273,10,6,8,2,3,8,11,0.6666666666666666,0.9166666666666666,0.25,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a 1F Pool Stack,0,4,1744.6666666666667,2,2,3,2,0,4,3,1,0.75,-0.25,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a 1F Stack,0,12,1494.2,9,7,9,4,1,11,10,0.9166666666666666,0.8333333333333334,-0.08333333333333326,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a Courtyard Stack,0,24,1773.625,23,20,19,4,5,24,24,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a Pool Stack,0,10,1821.1,10,9,7,1,3,10,10,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a stack,0,23,1698.8181818181818,22,17,12,5,10,22,22,0.9565217391304348,0.9565217391304348,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a TF Pool Stack,0,1,1690,1,1,0,0,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1a TF Stack,0,4,1850.5,4,3,2,0,2,3,4,0.75,1,0.25,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1al TF Courtyard Stack,0,12,2087.5,9,9,5,1,3,10,8,0.8333333333333334,0.6666666666666666,-0.16666666666666674,4
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1al TF Pool Stack,0,4,2085.75,4,2,3,2,1,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1al TF Stack,0,8,2012.2,6,4,3,3,2,7,5,0.875,0.625,-0.25,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1b Pool Stack,0,2,1818.5,2,1,1,1,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1b Stack,0,1,1860,1,1,0,0,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1bl TF Pool Stack,0,1,2100,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1bl TF Stack,0,1,2190,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1c 1F Stack,0,1,1595,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc 1F Pool Side by Side,0,1,1620,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc 1F Side by Side,0,1,1791,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc 1F Stack,0,1,1750,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc Pool Side by Side,0,2,1755.5,2,2,1,0,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc Side by Side,0,3,1782.5,3,1,2,0,0,1,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc TF Pool Side by Side,0,1,1840,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a1hc TF Side by Side,0,2,1845,2,1,1,0,1,1,2,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a2 1F Pool Side by Side,0,1,0,0,0,0,1,0,1,0,1,0,-1,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a2 Pool Side by Side,0,2,1732.5,1,0,2,2,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a2 TF Pool Side by Side,0,1,1885,1,0,0,1,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3a 1F Pool Side by Side,0,4,1855,1,1,1,0,0,1,1,0.25,0.25,0,3
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3a 1F Side by Side,0,2,1680,1,0,1,1,0,1,1,0.5,0.5,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3a Pool Side by Side,0,8,2053.875,8,5,5,0,3,5,8,0.625,1,0.375,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3a Side by Side,0,4,1912.3333333333333,3,2,3,1,0,3,3,0.75,0.75,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3a TF Pool Side by Side,0,2,1952.5,1,2,1,0,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3a TF Side by Side,0,2,1949,2,1,1,1,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3al TF Pool Side by Side,0,1,2180,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3al TF Pool Stack,0,1,2270,1,1,0,0,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3b 1F Side by Side,0,2,1935,1,1,1,0,0,1,1,0.5,0.5,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3b Side by Side,0,6,1919.1666666666667,4,2,6,1,0,3,6,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3b TF Side by Side,0,2,1932.5,1,0,2,0,0,0,2,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3bl TF Side by Side,0,2,2135,2,1,2,1,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3c Side by Side,0,1,1938,1,0,1,0,0,0,1,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3c TF Side by Side,0,1,1950,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3d Side by Side,0,2,1960,2,0,2,1,0,1,2,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a3dl TF Side by Side,0,1,2293,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a4 1F Side by Side,0,1,0,0,0,0,0,0,0,0,0,0,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a4 1F Stack,0,1,0,0,0,0,0,0,0,0,0,0,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a4 Stack,0,4,1782.5,2,3,1,1,1,4,2,1,0.5,-0.5,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a4 TF Stack,0,2,1805,2,0,2,0,0,0,2,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a5 1F Pool Side by Side Terrace,0,1,1582,1,0,1,0,0,0,1,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a5 Pool Side by Side Terrace,0,2,2027,2,1,2,0,0,1,2,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a5 TF Pool Side by Side Terrace,0,1,0,0,0,0,1,0,1,0,1,0,-1,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,a6 Stack,0,1,2038,0,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 1F Courtyard Side by Side,0,4,2333.5,3,3,2,0,2,3,4,0.75,1,0.25,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 1F Pool Side by Side,0,2,2337,2,1,0,1,2,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 1F Side by Side,0,9,2262.125,6,6,6,2,2,8,8,0.8888888888888888,0.8888888888888888,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 Courtyard Side by Side,0,8,2383.125,5,6,7,2,1,8,8,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 Pool Side by Side,0,4,2360.5,2,2,3,2,1,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 Side by Side,0,19,2306.8333333333335,16,12,14,7,4,19,18,1,0.9473684210526315,-0.052631578947368474,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1 TF Side by Side,0,3,2424.3333333333335,3,3,3,0,0,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1al TF Courtyard Side by Side,0,4,2785.5,3,2,3,1,1,3,4,0.75,1,0.25,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1al TF Pool Side by Side,0,1,0,0,0,0,1,0,1,0,1,0,-1,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1al TF Side by Side,0,6,2708.75,4,0,2,2,2,2,4,0.3333333333333333,0.6666666666666666,0.3333333333333333,2
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1bl TF Pool Side by Side,0,1,2740,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1bl TF Side by Side,0,4,2705,3,2,2,1,1,3,3,0.75,0.75,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1hc 1F Side by Side,0,1,2200,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b1hc Side by Side,0,3,2388,3,2,3,1,0,3,3,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2a 1F Courtyard Side by Side,0,2,2384.5,2,0,0,2,2,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2a 1F Side by Side,0,2,2491,0,1,1,0,0,1,1,0.5,0.5,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2a Courtyard Side by Side,0,4,2513.25,4,3,2,1,2,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2a Side by Side,0,4,2396.25,3,2,4,2,0,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2al TF Courtyard Side by Side,0,2,2975,1,1,0,1,1,2,1,1,0.5,-0.5,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2al TF Side by Side,0,1,0,0,0,0,0,0,0,0,0,0,0,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2b 1F Courtyard Side by Side,0,2,2305,0,1,2,1,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2b 1F Side by Side,0,1,2390,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2b Courtyard Side by Side,0,4,2488.25,4,4,4,0,0,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2b Side by Side,0,2,2517,2,1,2,1,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2bl TF Courtyard Side by Side,0,2,2982,1,0,0,0,1,0,1,0,0.5,0.5,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2bl TF Side by Side,0,1,2755,1,0,1,0,0,0,1,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b2cl TF Side by Side,0,1,2705,1,0,1,0,0,0,1,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a 1F Courtyard Side by Side,0,4,2532.25,4,2,3,0,1,2,4,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a 1F Pool Side by Side,0,1,2399,1,1,0,0,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a 1F Side by Side,0,1,2590,1,0,1,0,0,0,1,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a Courtyard Side by Side,0,4,2564.75,3,3,2,0,2,3,4,0.75,1,0.25,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a Pool Side by Side,0,2,2548,2,1,0,1,2,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a Side by Side,0,4,2432.5,4,1,4,1,0,2,4,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a TF Courtyard Side by Side,0,2,2530,2,2,2,0,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a TF Pool Side by Side,0,1,2569,1,0,0,1,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3a TF Side by Side,0,2,2548,2,0,0,1,2,1,2,0.5,1,0.5,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3b Courtyard Side by Side,0,4,2598.25,4,4,4,0,0,4,4,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b3b TF Courtyard Side by Side,0,2,2555,2,2,2,0,0,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b4 1F Pool Side by Side,0,1,0,0,0,0,1,0,1,0,1,0,-1,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b4 Pool Side by Side,0,2,2540,1,0,1,2,1,2,2,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b4 TF Pool Side by Side,0,1,2782,1,0,1,0,0,0,1,0,1,1,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b5 Pool Side by Side,0,1,3045,1,1,0,0,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b5 TF Pool Side by Side,0,1,2850,1,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b7hc Side by Side,0,1,3146,1,1,1,0,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b7hc TF Side by Side,0,1,3081,1,0,0,1,1,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b8 Side by Side,0,1,0,0,0,0,1,0,1,0,1,0,-1,1
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,b8 TF Side by Side,0,1,2970,0,0,1,1,0,1,1,1,1,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,Station Nine,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data-raw/data/original/pre_lease/Pre-Lease - 2024-08-13T115332.679.xlsx,The Academy At Frisco,A1,0,31,1413.75,18,19,17,12,15,31,32,1,1.032258064516129,0.032258064516129004,-1
