report_date,property_id,property_name,unit_type,avg_sqft,avg_advertised_rate,total_unit_count,excluded_unit_count,rentable_unit_count,occupied_count,available_count,total_scheduled_rent,yoy_variance,avg_scheduled_rent,started_new_count_prior,started_new_count,started_renewal_count_prior,started_renewal_count,started_count_prior,started_count,started_percent,partially_completed_new_count_prior,partially_completed_new_count,partially_completed_renewal_count_prior,partially_completed_renewal_count,partially_completed_count_prior,partially_completed_count,partially_completed_percent,completed_new_count_prior,completed_new_count,completed_renewal_count_prior,completed_renewal_count,completed_count_prior,completed_count,completed_percent,approved_new_count_prior,approved_new_count,approved_renewal_count_prior,approved_renewal_count,approved_count_prior,approved_count,approved_percent,preleased_new_count_prior,preleased_new_count,preleased_renewal_count_prior,preleased_renewal_count,preleased_count_prior,preleased_count,preleased_percent_prior,preleased_percent
2025-02-12,739085,1047 Commonwealth Avenue,S11,348.9166666666667,0,24,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,7,13,13,0.5416666666666666,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S2,317.5,0,12,0,12,11,12,0,0,0,0,1,0,0,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,4,6,0.5,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S3,342.5882352941176,0,51,0,51,48,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,10,0.19607843137254902,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S4,323.25,0,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,4,0.5,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S5,346.4,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0.3,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S6,360.55172413793105,0,29,0,29,29,29,0,0,0,0,1,1,0,1,1,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,14,5,0.1724137931034483,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S7,442,0,4,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S8,348.8181818181818,0,11,0,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.09090909090909091,0,0,0,0,0,0,0,0
2025-02-12,739085,1047 Commonwealth Avenue,S9,402.8,0,5,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.4,0,0,0,0,0,0,0,0
2025-02-12,739079,307 E. Daniel,D1,385,0,40,0,40,40,40,0,0,0,0,0,0,1,0,1,0.025,6,1,0,0,6,1,0.025,0,0,0,0,0,0,0,16,25,15,11,31,36,0.9,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,B1,573,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,B2,590,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,C1,444.75,0,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0.08333333333333333,0,0,0,0,0,0,0,7,8,0,1,7,9,0.75,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,C2,448,0,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,12,3,0,11,12,1,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,D1,434,0,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,13,3,15,16,1,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,D2,366,0,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,7,6,11,16,1,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,D3 Townhome,483,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,1,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,E1 Townhome,452,0,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0.05,0,0,0,0,0,0,0,5,19,11,0,16,19,0.95,0,0,0,0,0,0,0,0
2025-02-12,739080,501 S. 6th,E2 Townhome,493,0,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.05,0,0,0,0,0,0,0,4,14,13,2,17,16,0.8,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,A1,526.125,0,16,0,16,15,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0.0625,9,7,4,8,13,15,0.9375,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,B1,307,0,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0.25,3,6,2,0,5,6,0.75,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,B2,315,0,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,2,16,7,0.4375,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,B3,457,0,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,2,7,8,1,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,D1,311,0,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0.0625,0,0,0,0,0,0,0,3,12,10,0,13,12,0.75,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,M1 Murphy,319,0,12,0,12,11,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,5,3,10,12,1,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,M1 Murphy Balcony,333.5625,0,16,0,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,5,4,12,16,1,0,0,0,0,0,0,0,0
2025-02-12,739084,908 S. 1st,M2 Murphy,349,0,4,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,4,1,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A1,457,0,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A2,478,0,17,0,17,14,17,0,0,0,0,0,0,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,4,4,0.23529411764705882,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A3,499,0,10,0,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,6,3,0.3,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A4,472,0,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,0.2,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A5,441,0,6,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A6,512,0,5,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A7,589,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,A8,657.0268817204301,0,186,0,186,168,186,0,0,0,0,0,1,6,1,6,0.03225806451612903,0,0,0,2,0,2,0.010752688172043012,0,0,0,1,0,1,0.005376344086021506,43,26,10,14,53,40,0.21505376344086022,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,B1,974,0,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,0.09090909090909091,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,B2,1008,0,22,0,22,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,2,1,5,5,7,0.3181818181818182,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,C1,1372,0,5,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0
2025-02-12,1115679,ANOVA uCity Square,S1,360,0,168,0,168,159,168,0,0,0,0,0,1,1,1,1,0.005952380952380952,0,0,0,0,0,0,0,1,0,0,2,1,2,0.011904761904761904,24,23,8,13,32,36,0.21428571428571427,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,A1,463,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,2,5,0.5,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,B1,284.7142857142857,0,21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,4,8,5,10,0.47619047619047616,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,B1 Semi-Shared,249,0,21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,2,11,0.5238095238095238,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,C1 Study,389,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,D1 Balcony,276,0,40,0,40,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,1,11,0.275,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,D2,293.5,0,64,0,64,64,64,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,4,8,28,11,32,0.5,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,D3,243,0,20,0,20,20,20,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,8,7,9,0.45,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,D3 Semi-Shared,242.58333333333334,0,120,0,120,120,120,0,0,0,0,1,0,0,0,1,0.008333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,27,26,28,0.23333333333333334,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,S1,396,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0.4,0,0,0,0,0,0,0,0
2025-02-12,641240,Academy 65,S2,416,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,5,1,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,B1,334,0,30,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,13,16,27,28,0.9333333333333333,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,B2,399.7368421052632,0,38,0,38,38,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,13,8,31,21,0.5526315789473685,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,B3 Townhome,616,0,14,0,14,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,4,13,14,1,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,C1,342.42857142857144,0,42,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,7,13,21,32,0.7619047619047619,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,D1,303.9406779661017,0,472,0,472,466,472,0,0,0,2,5,2,1,4,6,0.012711864406779662,1,1,0,0,1,1,0.00211864406779661,1,1,0,0,1,1,0.00211864406779661,162,179,137,121,299,300,0.635593220338983,0,0,0,0,0,0,0,0
2025-02-12,676055,Academy Lincoln,D2,337,0,36,0,36,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,18,12,18,26,36,1,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,Studio,518,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,1 Bed 1 Bath,747.9659863945578,0,147,0,147,141,147,0,0,0,0,1,0,1,0,2,0.013605442176870748,0,0,0,0,0,0,0,0,1,0,0,0,1,0.006802721088435374,26,25,45,50,71,75,0.5102040816326531,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,1 Bed 1 Bath ADA,766,0,4,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.25,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,1 Bed 1 Bath Loft,935,0,12,0,12,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.08333333333333333,5,2,5,3,10,5,0.4166666666666667,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,1 Bed 1 Bath w/ Den,923.9677419354839,0,31,0,31,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,16,15,21,0.6774193548387096,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,1Bed1.5 Bath w/ Den,947,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0.6666666666666666,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,1Bed1Bath Loftw/ Den,1170.6666666666667,0,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0.3333333333333333,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,2 Bed 2 Bath,1098.5646258503402,0,147,0,147,142,147,0,0,0,0,0,3,3,3,3,0.02040816326530612,0,0,0,2,0,2,0.013605442176870748,0,0,0,0,0,0,0,18,23,39,41,57,64,0.43537414965986393,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,2 Bed 2 Bath ADA,1151,0,4,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,1,0.25,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,2 Bed 2 Bath Loft,1305,0,9,0,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,6,7,0.7777777777777778,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,2 Bed 2 Bath w/ Den,1295.2173913043478,0,23,0,23,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.043478260869565216,0,0,0,0,0,0,0,8,2,5,10,13,12,0.5217391304347826,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,2Bed2Bath Loftw/ Den,1419,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,1161867,Courts at Spring Mill Station,COMMERCIAL,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,A1,611,0,20,0,20,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,10,17,14,21,1.05,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,B1,413,0,64,0,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24,8,21,39,45,47,0.734375,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,B1 ALT,477,0,30,0,30,29,30,0,0,0,0,1,0,0,0,1,0.03333333333333333,0,0,0,0,0,0,0,2,0,3,0,5,0,0,6,0,11,11,17,11,0.36666666666666664,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,C1,385,0,66,0,66,66,66,0,0,0,0,2,0,0,0,2,0.030303030303030304,0,0,0,0,0,0,0,1,0,1,0,2,0,0,22,17,24,35,46,52,0.7878787878787878,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,D1,350.6623376623377,0,308,0,308,308,308,0,0,0,0,0,2,7,2,7,0.022727272727272728,0,0,0,0,0,0,0,9,0,1,0,10,0,0,49,2,100,116,149,118,0.38311688311688313,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,D2,372,0,88,0,88,88,88,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.011363636363636364,2,0,0,0,2,0,0,30,11,31,31,61,42,0.4772727272727273,0,0,0,0,0,0,0,0
2025-02-12,952515,SOVA,D3,427,0,240,0,240,239,240,0,0,0,2,4,0,0,2,4,0.016666666666666666,0,0,0,0,0,0,0,6,0,0,0,6,0,0,31,20,96,81,127,101,0.42083333333333334,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,B1,319.325,0,40,0,40,40,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,29,33,8,7,37,40,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,B2,453.6,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,1,2,9,10,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,B3,499,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,B4,492,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,C1,338.64285714285717,0,56,0,56,56,56,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,0.017857142857142856,0,0,0,0,0,0,0,39,49,6,6,45,55,0.9821428571428571,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,C2,228,0,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,5,6,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,C3,324,0,20,0,20,20,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,20,0,0,18,20,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,C4,278.4583333333333,0,24,0,24,24,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,17,22,2,2,19,24,1,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,D1,269.55121951219513,0,205,0,205,205,205,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,2,0,0,0,2,0,0,171,200,4,2,175,202,0.9853658536585366,0,0,0,0,0,0,0,0
2025-02-12,518044,Shortbread Lofts,D2,307.77777777777777,0,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,7,1,2,4,9,1,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,Not Selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,One Bedroom Waitlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,Two Bedroom Waitlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a 1F Courtyard Stack,733,0,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0.08333333333333333,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a 1F Pool Stack,733,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.25,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a 1F Stack,733,0,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,4,0.3333333333333333,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a Courtyard Stack,733,0,24,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,1,5,7,0.2916666666666667,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a Pool Stack,733,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,0.2,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a TF Pool Stack,733,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a TF Stack,733,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1a stack,733,0,23,0,23,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,4,7,0.30434782608695654,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1al TF Courtyard Stack,874,0,12,0,12,12,12,0,0,0,0,0,0,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,0.16666666666666666,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1al TF Pool Stack,874,0,4,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1al TF Stack,874,0,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.125,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1b Pool Stack,733,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1b Stack,733,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1bl TF Pool Stack,876,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,577897,Station Nine,a1bl TF Stack,876,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
